entry_id,work_date,consultant_id,project_id,hours,billable_flag
3702,2023-07-20,10,16.0,6.56,1
3703,2023-07-21,10,19.0,7.71,1
3704,2023-07-24,10,19.0,6.38,1
3705,2023-07-25,10,,6.61,0
3706,2023-07-26,10,3.0,6.28,1
3707,2023-07-27,10,5.0,6.81,1
3708,2023-07-28,10,19.0,7.41,1
3709,2023-07-31,10,20.0,7.81,1
3710,2023-08-01,10,11.0,6.92,1
3711,2023-08-02,10,16.0,7.86,1
3712,2023-08-03,10,12.0,7.1,1
3713,2023-08-04,10,,6.41,0
3714,2023-08-07,10,20.0,7.33,1
3715,2023-08-08,10,11.0,6.77,1
3716,2023-08-09,10,,6.41,0
3717,2023-08-10,10,5.0,7.68,1
3718,2023-08-11,10,20.0,7.1,1
3719,2023-08-14,10,3.0,6.96,1
3720,2023-08-15,10,14.0,6.37,1
3721,2023-08-16,10,20.0,7.69,1
3722,2023-08-17,10,8.0,6.44,1
3723,2023-08-18,10,,7.1,0
3724,2023-08-21,10,20.0,7.69,1
3725,2023-08-22,10,,6.23,0
3726,2023-08-23,10,21.0,7.05,1
3727,2023-08-24,10,23.0,6.45,1
3728,2023-08-25,10,12.0,7.5,1
3729,2023-08-28,10,,6.3,0
3730,2023-08-29,10,15.0,6.86,1
3731,2023-08-30,10,,7.93,0
3732,2023-08-31,10,23.0,6.14,1
3733,2023-09-01,10,,7.68,0
3734,2023-09-04,10,23.0,6.13,1
3735,2023-09-05,10,8.0,7.46,1
3736,2023-09-06,10,23.0,7.77,1
3737,2023-09-07,10,,7.49,0
3738,2023-09-08,10,21.0,6.63,1
3739,2023-09-11,10,,7.11,0
3740,2023-09-12,10,16.0,7.69,1
3741,2023-09-13,10,,7.6,0
3742,2023-09-14,10,24.0,7.57,1
3743,2023-09-15,10,,7.99,0
3744,2023-09-18,10,24.0,6.19,1
3745,2023-09-19,10,20.0,7.53,1
3746,2023-09-20,10,22.0,6.61,1
3747,2023-09-21,10,,6.97,0
3748,2023-09-22,10,19.0,7.95,1
3749,2023-09-25,10,19.0,7.66,1
3750,2023-09-26,10,20.0,7.48,1
3751,2023-09-27,10,16.0,6.1,1
3752,2023-09-28,10,24.0,6.98,1
3753,2023-09-29,10,21.0,7.6,1
3754,2023-10-02,10,20.0,6.45,1
3755,2023-10-03,10,16.0,7.84,1
3756,2023-10-04,10,24.0,7.05,1
3757,2023-10-05,10,24.0,7.12,1
3758,2023-10-06,10,20.0,6.49,1
3759,2023-10-09,10,,7.1,0
3760,2023-10-10,10,,6.27,0
3761,2023-10-11,10,20.0,6.82,1
3762,2023-10-12,10,23.0,6.07,1
3763,2023-10-13,10,,7.93,0
3764,2023-10-16,10,22.0,7.58,1
3765,2023-10-17,10,,6.15,0
3766,2023-10-18,10,20.0,7.78,1
3767,2023-10-19,10,20.0,6.51,1
3768,2023-10-20,10,,7.56,0
3769,2023-10-23,10,21.0,6.49,1
3770,2023-10-24,10,27.0,7.13,1
3771,2023-10-25,10,21.0,7.55,1
3772,2023-10-26,10,27.0,6.31,1
3773,2023-10-27,10,20.0,6.32,1
3774,2023-10-30,10,,7.81,0
3775,2023-10-31,10,,7.78,0
3776,2023-11-01,10,26.0,6.68,1
3777,2023-11-02,10,25.0,6.02,1
3778,2023-11-03,10,27.0,7.93,1
3779,2023-11-06,10,,7.06,0
3780,2023-11-07,10,21.0,6.74,1
3781,2023-11-08,10,25.0,7.84,1
3782,2023-11-09,10,25.0,7.76,1
3783,2023-11-10,10,25.0,7.45,1
3784,2023-11-13,10,29.0,6.81,1
3785,2023-11-14,10,25.0,7.46,1
3786,2023-11-15,10,26.0,7.25,1
3787,2023-11-16,10,21.0,7.9,1
3788,2023-11-17,10,28.0,7.23,1
3789,2023-11-20,10,28.0,7.95,1
3790,2023-11-21,10,16.0,6.33,1
3791,2023-11-22,10,16.0,6.23,1
3792,2023-11-23,10,,7.4,0
3793,2023-11-24,10,,6.35,0
3794,2023-11-27,10,21.0,6.04,1
3795,2023-11-28,10,26.0,7.27,1
3796,2023-11-29,10,28.0,6.66,1
3797,2023-11-30,10,27.0,7.08,1
3798,2023-12-01,10,22.0,6.15,1
3799,2023-12-04,10,16.0,6.55,1
3800,2023-12-05,10,30.0,7.36,1
3801,2023-12-06,10,21.0,7.89,1
3802,2023-12-07,10,32.0,6.61,1
3803,2023-12-08,10,25.0,6.57,1
3804,2023-12-11,10,16.0,6.69,1
3805,2023-12-12,10,32.0,7.44,1
3806,2023-12-13,10,31.0,7.05,1
3807,2023-12-14,10,,6.67,0
3808,2023-12-15,10,,7.69,0
3809,2023-12-18,10,30.0,6.9,1
3810,2023-12-19,10,21.0,7.48,1
3811,2023-12-20,10,,6.1,0
3812,2023-12-21,10,,7.69,0
3813,2023-12-22,10,,7.51,0
3814,2023-12-25,10,31.0,7.56,1
3815,2023-12-26,10,,6.81,0
3816,2023-12-27,10,,7.89,0
3817,2023-12-28,10,34.0,6.23,1
3818,2023-12-29,10,,6.63,0
3819,2024-01-01,10,35.0,7.75,1
3820,2024-01-02,10,,6.45,0
3821,2024-01-03,10,29.0,7.73,1
3822,2024-01-04,10,21.0,7.23,1
3823,2024-01-05,10,,6.0,0
3824,2024-01-08,10,,6.16,0
3825,2024-01-09,10,33.0,7.23,1
3826,2024-01-10,10,,7.52,0
3827,2024-01-11,10,,6.14,0
3828,2024-01-12,10,35.0,7.54,1
3829,2024-01-15,10,35.0,6.53,1
3830,2024-01-16,10,31.0,6.94,1
3831,2024-01-17,10,,7.89,0
3832,2024-01-18,10,,7.44,0
3833,2024-01-19,10,,6.0,0
3834,2024-01-22,10,,7.51,0
3835,2024-01-23,10,16.0,6.67,1
3836,2024-01-24,10,29.0,6.14,1
3837,2024-01-25,10,32.0,7.55,1
3838,2024-01-26,10,,7.8,0
3839,2024-01-28,10,37.0,1.9,1
3840,2024-01-29,10,37.0,6.06,1
3841,2024-01-30,10,29.0,6.74,1
3842,2024-01-31,10,22.0,7.72,1
3843,2024-02-01,10,33.0,6.01,1
3844,2024-02-02,10,35.0,7.92,1
3845,2024-02-05,10,,6.32,0
3846,2024-02-06,10,25.0,7.12,1
3847,2024-02-07,10,25.0,6.42,1
3848,2024-02-08,10,34.0,7.13,1
3849,2024-02-09,10,,7.88,0
3850,2024-02-12,10,31.0,7.29,1
3851,2024-02-13,10,,6.12,0
3852,2024-02-14,10,37.0,6.56,1
3853,2024-02-15,10,31.0,7.58,1
3854,2024-02-16,10,31.0,6.73,1
3855,2024-02-19,10,37.0,6.71,1
3856,2024-02-20,10,37.0,6.77,1
3857,2024-02-21,10,24.0,7.13,1
3858,2024-02-22,10,36.0,7.01,1
3859,2024-02-23,10,32.0,6.87,1
3860,2024-02-26,10,34.0,7.43,1
3861,2024-02-27,10,,7.69,0
3862,2024-02-28,10,36.0,7.84,1
3863,2024-02-29,10,36.0,7.03,1
3864,2024-03-01,10,,7.06,0
3865,2024-03-04,10,,7.21,0
3866,2024-03-05,10,36.0,6.14,1
3867,2024-03-06,10,38.0,7.09,1
3868,2024-03-07,10,36.0,7.34,1
3869,2024-03-08,10,31.0,7.98,1
3870,2024-03-11,10,21.0,7.73,1
3871,2024-03-12,10,32.0,7.17,1
3872,2024-03-13,10,31.0,7.56,1
3873,2024-03-14,10,31.0,7.96,1
3874,2024-03-15,10,,6.03,0
3875,2024-03-18,10,34.0,7.21,1
3876,2024-03-19,10,32.0,6.99,1
3877,2024-03-20,10,26.0,6.61,1
3878,2024-03-21,10,,6.24,0
3879,2024-03-22,10,26.0,6.15,1
3880,2024-03-25,10,38.0,7.68,1
3881,2024-03-26,10,,7.57,0
3882,2024-03-27,10,39.0,6.84,1
3883,2024-03-28,10,37.0,6.94,1
3884,2024-03-29,10,,6.76,0
3885,2024-04-01,10,,7.84,0
3886,2024-04-02,10,,6.86,0
3887,2024-04-03,10,35.0,7.89,1
3888,2024-04-04,10,,6.74,0
3889,2024-04-05,10,36.0,6.39,1
3890,2024-04-08,10,,7.48,0
3891,2024-04-09,10,,6.28,0
3892,2024-04-10,10,39.0,7.04,1
3893,2024-04-11,10,34.0,7.96,1
3894,2024-04-12,10,41.0,6.14,1
3895,2024-04-15,10,41.0,7.2,1
3896,2024-04-16,10,24.0,6.52,1
3897,2024-04-17,10,,6.58,0
3898,2024-04-18,10,40.0,7.29,1
3899,2024-04-19,10,39.0,7.12,1
3900,2024-04-22,10,35.0,7.4,1
3901,2024-04-23,10,34.0,6.61,1
3902,2024-04-24,10,39.0,6.01,1
3903,2024-04-25,10,21.0,7.86,1
3904,2024-04-26,10,35.0,6.23,1
3905,2024-04-29,10,,7.17,0
3906,2024-04-30,10,,6.18,0
3907,2024-05-01,10,29.0,6.46,1
3908,2024-05-02,10,44.0,7.83,1
3909,2024-05-03,10,39.0,6.86,1
3910,2024-05-06,10,29.0,7.11,1
3911,2024-05-07,10,40.0,7.01,1
3912,2024-05-08,10,,7.76,0
3913,2024-05-09,10,40.0,7.1,1
3914,2024-05-10,10,,8.0,0
3915,2024-05-13,10,38.0,6.46,1
3916,2024-05-14,10,,7.38,0
3917,2024-05-15,10,38.0,6.4,1
3918,2024-05-16,10,,7.16,0
3919,2024-05-17,10,44.0,7.7,1
3920,2024-05-20,10,42.0,7.57,1
3921,2024-05-21,10,29.0,6.56,1
3922,2024-05-22,10,39.0,7.94,1
3923,2024-05-23,10,,6.9,0
3924,2024-05-24,10,44.0,6.53,1
3925,2024-05-27,10,,7.01,0
3926,2024-05-28,10,,7.82,0
3927,2024-05-29,10,,7.47,0
3928,2024-05-30,10,,7.66,0
3929,2024-05-31,10,,7.94,0
3930,2024-06-03,10,35.0,7.6,1
3931,2024-06-04,10,39.0,7.24,1
3932,2024-06-05,10,42.0,6.75,1
3933,2024-06-06,10,,6.93,0
3934,2024-06-07,10,,6.46,0
3935,2024-06-10,10,36.0,7.26,1
3936,2024-06-11,10,45.0,7.8,1
3937,2024-06-12,10,,6.63,0
3938,2024-06-13,10,36.0,7.57,1
3939,2024-06-14,10,,7.26,0
3940,2024-06-17,10,41.0,7.18,1
3941,2024-06-18,10,,6.9,0
3942,2024-06-19,10,40.0,7.91,1
3943,2024-06-20,10,,7.88,0
3944,2024-06-21,10,44.0,7.63,1
3945,2024-06-24,10,38.0,6.12,1
3946,2024-06-25,10,36.0,7.42,1
3947,2024-06-26,10,42.0,6.98,1
3948,2024-06-27,10,,7.08,0
3949,2024-06-28,10,39.0,6.01,1
3950,2023-01-02,11,,7.87,0
3951,2023-01-03,11,,7.67,0
3952,2023-01-04,11,,7.72,0
3953,2023-01-05,11,,6.79,0
3954,2023-01-06,11,,7.02,0
3955,2023-01-09,11,,7.75,0
3956,2023-01-10,11,1.0,7.25,1
3957,2023-01-11,11,1.0,7.35,1
3958,2023-01-12,11,1.0,6.39,1
3959,2023-01-13,11,,6.89,0
3960,2023-01-16,11,,6.13,0
3961,2023-01-17,11,2.0,7.93,1
3962,2023-01-18,11,1.0,6.17,1
3963,2023-01-19,11,1.0,7.19,1
3964,2023-01-20,11,,6.32,0
3965,2023-01-23,11,2.0,7.96,1
3966,2023-01-24,11,,7.71,0
3967,2023-01-25,11,2.0,6.72,1
3968,2023-01-26,11,2.0,6.21,1
3969,2023-01-27,11,,7.04,0
3970,2023-01-30,11,2.0,7.64,1
3971,2023-01-31,11,,6.55,0
3972,2023-02-01,11,2.0,7.85,1
3973,2023-02-02,11,2.0,7.01,1
3974,2023-02-03,11,,7.73,0
3975,2023-02-06,11,1.0,7.55,1
3976,2023-02-07,11,,6.83,0
3977,2023-02-08,11,3.0,6.38,1
3978,2023-02-09,11,,7.71,0
3979,2023-02-10,11,1.0,6.18,1
3980,2023-02-13,11,2.0,7.23,1
3981,2023-02-14,11,4.0,7.48,1
3982,2023-02-15,11,1.0,7.4,1
3983,2023-02-16,11,,6.55,0
3984,2023-02-17,11,4.0,7.93,1
3985,2023-02-20,11,,6.19,0
3986,2023-02-21,11,,6.39,0
3987,2023-02-22,11,3.0,7.4,1
3988,2023-02-23,11,,6.92,0
3989,2023-02-24,11,4.0,7.92,1
3990,2023-02-27,11,,6.88,0
3991,2023-02-28,11,1.0,7.41,1
3992,2023-03-01,11,,7.56,0
3993,2023-03-02,11,6.0,6.55,1
3994,2023-03-03,11,4.0,7.95,1
3995,2023-03-05,11,5.0,3.76,1
3996,2023-03-06,11,7.0,7.08,1
3997,2023-03-07,11,3.0,6.28,1
3998,2023-03-08,11,6.0,6.08,1
3999,2023-03-09,11,5.0,7.53,1
4000,2023-03-10,11,,6.28,0
4001,2023-03-13,11,2.0,6.51,1
4002,2023-03-14,11,7.0,7.72,1
4003,2023-03-15,11,4.0,6.84,1
4004,2023-03-16,11,5.0,7.74,1
4005,2023-03-17,11,2.0,6.75,1
4006,2023-03-20,11,,7.44,0
4007,2023-03-21,11,,7.32,0
4008,2023-03-22,11,5.0,6.51,1
4009,2023-03-23,11,,6.56,0
4010,2023-03-24,11,,6.88,0
4011,2023-03-27,11,,6.32,0
4012,2023-03-28,11,7.0,7.59,1
4013,2023-03-29,11,,7.88,0
4014,2023-03-30,11,4.0,7.12,1
4015,2023-03-31,11,,7.94,0
4016,2023-04-03,11,2.0,6.96,1
4017,2023-04-04,11,7.0,7.11,1
4018,2023-04-05,11,4.0,7.37,1
4019,2023-04-06,11,7.0,7.06,1
4020,2023-04-07,11,,7.0,0
4021,2023-04-10,11,2.0,7.84,1
4022,2023-04-11,11,11.0,7.48,1
4023,2023-04-12,11,,6.91,0
4024,2023-04-13,11,4.0,7.82,1
4025,2023-04-14,11,,7.4,0
4026,2023-04-17,11,3.0,6.62,1
4027,2023-04-18,11,9.0,6.78,1
4028,2023-04-19,11,,7.27,0
4029,2023-04-20,11,7.0,6.39,1
4030,2023-04-21,11,,6.81,0
4031,2023-04-24,11,2.0,6.12,1
4032,2023-04-25,11,5.0,7.65,1
4033,2023-04-26,11,,6.8,0
4034,2023-04-27,11,12.0,7.2,1
4035,2023-04-28,11,11.0,7.62,1
4036,2023-05-01,11,5.0,7.06,1
4037,2023-05-02,11,7.0,6.96,1
4038,2023-05-03,11,11.0,6.34,1
4039,2023-05-04,11,10.0,6.3,1
4040,2023-05-05,11,5.0,6.79,1
4041,2023-05-08,11,,7.36,0
4042,2023-05-09,11,4.0,7.46,1
4043,2023-05-10,11,10.0,7.54,1
4044,2023-05-11,11,4.0,6.12,1
4045,2023-05-12,11,13.0,6.12,1
4046,2023-05-15,11,4.0,7.45,1
4047,2023-05-16,11,,6.04,0
4048,2023-05-17,11,,7.01,0
4049,2023-05-18,11,,7.52,0
4050,2023-05-19,11,2.0,7.06,1
4051,2023-05-22,11,13.0,7.09,1
4052,2023-05-23,11,10.0,7.14,1
4053,2023-05-24,11,11.0,7.64,1
4054,2023-05-25,11,,6.97,0
4055,2023-05-26,11,2.0,6.86,1
4056,2023-05-29,11,11.0,6.21,1
4057,2023-05-30,11,,7.12,0
4058,2023-05-31,11,5.0,6.6,1
4059,2023-06-01,11,5.0,7.41,1
4060,2023-06-02,11,5.0,6.77,1
4061,2023-06-05,11,10.0,7.78,1
4062,2023-06-06,11,10.0,7.18,1
4063,2023-06-07,11,15.0,6.13,1
4064,2023-06-08,11,,7.63,0
4065,2023-06-09,11,,7.8,0
4066,2023-06-12,11,18.0,7.24,1
4067,2023-06-13,11,13.0,7.22,1
4068,2023-06-14,11,13.0,6.6,1
4069,2023-06-15,11,,6.46,0
4070,2023-06-16,11,2.0,6.41,1
4071,2023-06-18,11,18.0,2.61,1
4072,2023-06-19,11,15.0,6.08,1
4073,2023-06-20,11,3.0,6.15,1
4074,2023-06-21,11,,6.16,0
4075,2023-06-22,11,,7.18,0
4076,2023-06-23,11,3.0,7.63,1
4077,2023-06-26,11,5.0,6.36,1
4078,2023-06-27,11,11.0,7.78,1
4079,2023-06-28,11,9.0,6.26,1
4080,2023-06-29,11,13.0,6.52,1
4081,2023-06-30,11,,7.16,0
4082,2023-07-03,11,12.0,6.88,1
4083,2023-07-04,11,,6.3,0
4084,2023-07-05,11,,6.63,0
4085,2023-07-06,11,10.0,6.57,1
4086,2023-07-07,11,10.0,7.4,1
4087,2023-07-10,11,3.0,7.53,1
4088,2023-07-11,11,13.0,6.07,1
4089,2023-07-12,11,14.0,7.2,1
4090,2023-07-13,11,14.0,6.14,1
4091,2023-07-14,11,15.0,7.76,1
4092,2023-07-17,11,14.0,6.91,1
4093,2023-07-18,11,12.0,6.21,1
4094,2023-07-19,11,7.0,6.2,1
4095,2023-07-20,11,8.0,6.55,1
4096,2023-07-21,11,,6.19,0
4097,2023-07-24,11,11.0,6.98,1
4098,2023-07-25,11,15.0,6.5,1
4099,2023-07-26,11,3.0,6.77,1
4100,2023-07-27,11,3.0,7.45,1
4101,2023-07-28,11,,7.01,0
4102,2023-07-31,11,14.0,7.95,1
4103,2023-08-01,11,8.0,6.43,1
4104,2023-08-02,11,16.0,6.2,1
4105,2023-08-03,11,19.0,7.02,1
4106,2023-08-04,11,18.0,7.04,1
4107,2023-08-07,11,14.0,7.69,1
4108,2023-08-08,11,16.0,6.49,1
4109,2023-08-09,11,11.0,7.01,1
4110,2023-08-10,11,12.0,7.21,1
4111,2023-08-11,11,,7.15,0
4112,2023-08-14,11,,7.09,0
4113,2023-08-15,11,8.0,6.11,1
4114,2023-08-16,11,5.0,7.55,1
4115,2023-08-17,11,20.0,7.22,1
4116,2023-08-18,11,8.0,6.37,1
4117,2023-08-21,11,,7.17,0
4118,2023-08-22,11,15.0,6.37,1
4119,2023-08-23,11,12.0,6.33,1
4120,2023-08-24,11,19.0,6.82,1
4121,2023-08-25,11,11.0,7.88,1
4122,2023-08-28,11,8.0,7.33,1
4123,2023-08-29,11,15.0,7.8,1
4124,2023-08-30,11,11.0,6.8,1
4125,2023-08-31,11,,7.08,0
4126,2023-09-01,11,19.0,7.07,1
4127,2023-09-04,11,20.0,7.6,1
4128,2023-09-05,11,22.0,7.11,1
4129,2023-09-06,11,21.0,7.17,1
4130,2023-09-07,11,8.0,6.16,1
4131,2023-09-08,11,23.0,7.66,1
4132,2023-09-11,11,3.0,7.33,1
4133,2023-09-12,11,24.0,6.84,1
4134,2023-09-13,11,23.0,7.24,1
4135,2023-09-14,11,,7.3,0
4136,2023-09-15,11,,6.2,0
4137,2023-09-18,11,22.0,6.63,1
4138,2023-09-19,11,23.0,6.46,1
4139,2023-09-20,11,,7.17,0
4140,2023-09-21,11,19.0,6.83,1
4141,2023-09-22,11,,6.19,0
4142,2023-09-25,11,16.0,6.68,1
4143,2023-09-26,11,23.0,7.78,1
4144,2023-09-27,11,19.0,7.34,1
4145,2023-09-28,11,24.0,6.85,1
4146,2023-09-29,11,19.0,6.28,1
4147,2023-10-02,11,24.0,6.74,1
4148,2023-10-03,11,16.0,7.34,1
4149,2023-10-04,11,22.0,7.55,1
4150,2023-10-05,11,21.0,7.4,1
4151,2023-10-06,11,23.0,6.81,1
4152,2023-10-09,11,21.0,7.95,1
4153,2023-10-10,11,,7.88,0
4154,2023-10-11,11,,7.8,0
4155,2023-10-12,11,24.0,7.76,1
4156,2023-10-13,11,24.0,7.42,1
4157,2023-10-16,11,22.0,7.23,1
4158,2023-10-17,11,16.0,7.38,1
4159,2023-10-18,11,25.0,7.22,1
4160,2023-10-19,11,25.0,6.25,1
4161,2023-10-20,11,20.0,7.33,1
4162,2023-10-23,11,,7.92,0
4163,2023-10-24,11,,6.83,0
4164,2023-10-25,11,25.0,6.91,1
4165,2023-10-26,11,28.0,6.53,1
4166,2023-10-27,11,,7.45,0
4167,2023-10-30,11,26.0,6.96,1
4168,2023-10-31,11,,7.87,0
4169,2023-11-01,11,27.0,6.35,1
4170,2023-11-02,11,20.0,6.14,1
4171,2023-11-03,11,20.0,7.13,1
4172,2023-11-06,11,27.0,7.0,1
4173,2023-11-07,11,16.0,7.3,1
4174,2023-11-08,11,,6.8,0
4175,2023-11-09,11,26.0,6.59,1
4176,2023-11-10,11,,6.06,0
4177,2023-11-13,11,24.0,6.82,1
4178,2023-11-14,11,29.0,6.69,1
4179,2023-11-15,11,,6.78,0
4180,2023-11-16,11,25.0,7.9,1
4181,2023-11-17,11,26.0,6.7,1
4182,2023-11-20,11,,6.21,0
4183,2023-11-21,11,21.0,6.26,1
4184,2023-11-22,11,27.0,6.95,1
4185,2023-11-23,11,21.0,6.58,1
4186,2023-11-24,11,25.0,6.43,1
4187,2023-11-27,11,22.0,6.04,1
4188,2023-11-28,11,30.0,7.78,1
4189,2023-11-29,11,30.0,7.51,1
4190,2023-11-30,11,21.0,7.11,1
4191,2023-12-01,11,20.0,6.68,1
4192,2023-12-04,11,,6.29,0
4193,2023-12-05,11,32.0,7.19,1
4194,2023-12-06,11,16.0,6.27,1
4195,2023-12-07,11,22.0,7.2,1
4196,2023-12-08,11,25.0,6.91,1
4197,2023-12-11,11,30.0,7.44,1
4198,2023-12-12,11,30.0,7.04,1
4199,2023-12-13,11,,6.15,0
4200,2023-12-14,11,32.0,6.21,1
4201,2023-12-15,11,29.0,6.6,1
4202,2023-12-18,11,16.0,6.01,1
4203,2023-12-19,11,24.0,7.52,1
4204,2023-12-20,11,16.0,6.86,1
4205,2023-12-21,11,24.0,6.15,1
4206,2023-12-22,11,30.0,6.05,1
4207,2023-12-25,11,31.0,7.54,1
4208,2023-12-26,11,,7.59,0
4209,2023-12-27,11,,6.95,0
4210,2023-12-28,11,,6.82,0
4211,2023-12-29,11,29.0,6.81,1
4212,2024-01-01,11,24.0,7.27,1
4213,2024-01-02,11,16.0,7.81,1
4214,2024-01-03,11,,6.29,0
4215,2024-01-04,11,,7.26,0
4216,2024-01-05,11,16.0,6.28,1
4217,2024-01-08,11,33.0,7.06,1
4218,2024-01-09,11,30.0,6.84,1
4219,2024-01-10,11,33.0,7.1,1
4220,2024-01-11,11,26.0,6.29,1
4221,2024-01-12,11,,6.7,0
4222,2024-01-15,11,25.0,6.33,1
4223,2024-01-16,11,,7.1,0
4224,2024-01-17,11,,7.03,0
4225,2024-01-18,11,31.0,6.07,1
4226,2024-01-19,11,33.0,7.92,1
4227,2024-01-22,11,,7.36,0
4228,2024-01-23,11,,6.67,0
4229,2024-01-24,11,21.0,7.6,1
4230,2024-01-25,11,31.0,6.45,1
4231,2024-01-26,11,,7.69,0
4232,2024-01-29,11,24.0,6.05,1
4233,2024-01-30,11,,7.01,0
4234,2024-01-31,11,34.0,6.91,1
4235,2024-02-01,11,36.0,6.09,1
4236,2024-02-02,11,25.0,6.17,1
4237,2024-02-05,11,35.0,6.57,1
4238,2024-02-06,11,24.0,6.86,1
4239,2024-02-07,11,24.0,6.22,1
4240,2024-02-08,11,25.0,7.81,1
4241,2024-02-09,11,24.0,6.13,1
4242,2024-02-12,11,32.0,7.82,1
4243,2024-02-13,11,37.0,6.92,1
4244,2024-02-14,11,,6.22,0
4245,2024-02-15,11,,7.82,0
4246,2024-02-16,11,21.0,6.03,1
4247,2024-02-19,11,21.0,6.19,1
4248,2024-02-20,11,32.0,6.61,1
4249,2024-02-21,11,21.0,7.68,1
4250,2024-02-22,11,26.0,6.84,1
4251,2024-02-23,11,,6.83,0
4252,2024-02-26,11,,7.96,0
4253,2024-02-27,11,29.0,6.75,1
4254,2024-02-28,11,31.0,6.92,1
4255,2024-02-29,11,,7.19,0
4256,2024-03-01,11,,6.28,0
4257,2024-03-04,11,,6.58,0
4258,2024-03-05,11,24.0,7.58,1
4259,2024-03-06,11,,7.93,0
4260,2024-03-07,11,,7.96,0
4261,2024-03-08,11,,7.02,0
4262,2024-03-11,11,32.0,6.92,1
4263,2024-03-12,11,29.0,6.33,1
4264,2024-03-13,11,35.0,6.11,1
4265,2024-03-14,11,,7.38,0
4266,2024-03-15,11,38.0,6.32,1
4267,2024-03-18,11,36.0,7.04,1
4268,2024-03-19,11,35.0,7.56,1
4269,2024-03-20,11,,6.1,0
4270,2024-03-21,11,29.0,6.94,1
4271,2024-03-22,11,35.0,6.14,1
4272,2024-03-25,11,21.0,6.57,1
4273,2024-03-26,11,39.0,7.64,1
4274,2024-03-27,11,36.0,7.0,1
4275,2024-03-28,11,34.0,6.6,1
4276,2024-03-29,11,24.0,7.75,1
4277,2024-04-01,11,36.0,7.74,1
4278,2024-04-02,11,26.0,7.21,1
4279,2024-04-03,11,,7.3,0
4280,2024-04-04,11,32.0,6.1,1
4281,2024-04-05,11,34.0,7.41,1
4282,2024-04-08,11,,6.34,0
4283,2024-04-09,11,26.0,6.12,1
4284,2024-04-10,11,34.0,6.35,1
4285,2024-04-11,11,29.0,6.0,1
4286,2024-04-12,11,,7.03,0
4287,2024-04-15,11,29.0,6.52,1
4288,2024-04-16,11,24.0,6.48,1
4289,2024-04-17,11,34.0,6.36,1
4290,2024-04-18,11,26.0,6.5,1
4291,2024-04-19,11,41.0,7.6,1
4292,2024-04-22,11,21.0,7.36,1
4293,2024-04-23,11,35.0,7.73,1
4294,2024-04-24,11,24.0,6.13,1
4295,2024-04-25,11,,7.82,0
4296,2024-04-26,11,38.0,6.28,1
4297,2024-04-29,11,,7.72,0
4298,2024-04-30,11,41.0,6.7,1
4299,2024-05-01,11,29.0,7.77,1
4300,2024-05-02,11,41.0,6.56,1
4301,2024-05-03,11,38.0,7.35,1
4302,2024-05-06,11,43.0,7.95,1
4303,2024-05-07,11,,6.55,0
4304,2024-05-08,11,44.0,6.15,1
4305,2024-05-09,11,42.0,7.47,1
4306,2024-05-10,11,42.0,6.05,1
4307,2024-05-13,11,44.0,6.03,1
4308,2024-05-14,11,36.0,6.14,1
4309,2024-05-15,11,29.0,6.52,1
4310,2024-05-16,11,44.0,7.83,1
4311,2024-05-17,11,38.0,6.37,1
4312,2024-05-20,11,42.0,6.03,1
4313,2024-05-21,11,45.0,7.65,1
4314,2024-05-22,11,45.0,6.98,1
4315,2024-05-23,11,,6.59,0
4316,2024-05-24,11,41.0,7.4,1
4317,2024-05-27,11,39.0,7.55,1
4318,2024-05-28,11,43.0,6.68,1
4319,2024-05-29,11,40.0,7.03,1
4320,2024-05-30,11,45.0,7.07,1
4321,2024-05-31,11,35.0,6.35,1
4322,2024-06-03,11,40.0,7.08,1
4323,2024-06-04,11,35.0,6.63,1
4324,2024-06-05,11,42.0,6.01,1
4325,2024-06-06,11,38.0,6.18,1
4326,2024-06-07,11,41.0,7.03,1
4327,2024-06-09,11,,3.96,0
4328,2024-06-10,11,44.0,7.43,1
4329,2024-06-11,11,44.0,6.57,1
4330,2024-06-12,11,39.0,6.31,1
4331,2024-06-13,11,35.0,6.4,1
4332,2024-06-14,11,,7.64,0
4333,2024-06-17,11,,7.02,0
4334,2024-06-18,11,42.0,7.69,1
4335,2024-06-19,11,41.0,7.72,1
4336,2024-06-20,11,42.0,7.89,1
4337,2024-06-21,11,36.0,7.03,1
4338,2024-06-24,11,43.0,7.14,1
4339,2024-06-25,11,40.0,7.95,1
4340,2024-06-26,11,43.0,6.42,1
4341,2024-06-27,11,,6.49,0
4342,2024-06-28,11,,6.45,0
4343,2023-01-02,12,,7.55,0
4344,2023-01-03,12,,8.0,0
4345,2023-01-04,12,,6.25,0
4346,2023-01-05,12,,7.89,0
4347,2023-01-06,12,,7.08,0
4348,2023-01-09,12,,6.1,0
4349,2023-01-10,12,1.0,6.98,1
4350,2023-01-11,12,,7.75,0
4351,2023-01-12,12,,6.29,0
4352,2023-01-13,12,1.0,7.01,1
4353,2023-01-16,12,2.0,7.77,1
4354,2023-01-17,12,2.0,7.64,1
4355,2023-01-18,12,1.0,7.53,1
4356,2023-01-19,12,2.0,7.01,1
4357,2023-01-20,12,2.0,7.53,1
4358,2023-01-23,12,2.0,7.49,1
4359,2023-01-24,12,,7.57,0
4360,2023-01-25,12,,6.55,0
4361,2023-01-26,12,1.0,7.04,1
4362,2023-01-27,12,2.0,7.68,1
